Sample,Metric,Match Distance
1494,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0147702
1495,Uniformified 32-bit Hamming Metric Distance,0.982521
1495,Uniformified 32-bit Approx Dual Streak Metric Distance,0.991559
1495,Uniformified 32-bit Hash Metric Distance,0.00115075
1495,Uniformified 32-bit Symmetric Wrap Metric Distance,0.988658
1495,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00990445
1496,Uniformified 32-bit Hamming Metric Distance,0.635477
1496,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1496,Uniformified 32-bit Hash Metric Distance,0.0129258
1496,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998899
1496,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0104964
1497,Uniformified 32-bit Hamming Metric Distance,0.918385
1497,Uniformified 32-bit Approx Dual Streak Metric Distance,0.867532
1497,Uniformified 32-bit Hash Metric Distance,0.997826
1497,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992653
1497,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0100256
1498,Uniformified 32-bit Hamming Metric Distance,0.993261
1498,Uniformified 32-bit Approx Dual Streak Metric Distance,0.299733
1498,Uniformified 32-bit Hash Metric Distance,0.00954823
1498,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994884
1498,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0100164
1499,Uniformified 32-bit Hamming Metric Distance,0.982521
1499,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0691354
1499,Uniformified 32-bit Hash Metric Distance,0.00715798
1499,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996179
1499,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0140016
1500,Uniformified 32-bit Hamming Metric Distance,0.918385
1500,Uniformified 32-bit Approx Dual Streak Metric Distance,0.944542
1500,Uniformified 32-bit Hash Metric Distance,0.00889328
1500,Uniformified 32-bit Symmetric Wrap Metric Distance,0.993453
1500,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0113252
1501,Uniformified 32-bit Hamming Metric Distance,0.982521
1501,Uniformified 32-bit Approx Dual Streak Metric Distance,0.977998
1501,Uniformified 32-bit Hash Metric Distance,0.0100217
1501,Uniformified 32-bit Symmetric Wrap Metric Distance,0.993195
1501,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00779591
1502,Uniformified 32-bit Hamming Metric Distance,0.499488
1502,Uniformified 32-bit Approx Dual Streak Metric Distance,0.734179
1502,Uniformified 32-bit Hash Metric Distance,0.996594
1502,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992979
1502,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00261379
1503,Uniformified 32-bit Hamming Metric Distance,0.635477
1503,Uniformified 32-bit Approx Dual Streak Metric Distance,0.998685
1503,Uniformified 32-bit Hash Metric Distance,0.00121688
1503,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995412
1503,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00945661
1504,Uniformified 32-bit Hamming Metric Distance,0.918385
1504,Uniformified 32-bit Approx Dual Streak Metric Distance,0.858774
1504,Uniformified 32-bit Hash Metric Distance,0.0160855
1504,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997083
1504,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00750787
1505,Uniformified 32-bit Hamming Metric Distance,0.918385
1505,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1505,Uniformified 32-bit Hash Metric Distance,0.00675642
1505,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994416
1505,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0021457
1506,Uniformified 32-bit Hamming Metric Distance,0.499488
1506,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1506,Uniformified 32-bit Hash Metric Distance,0.00701218
1506,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992804
1506,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0177708
1507,Uniformified 32-bit Hamming Metric Distance,0.756315
1507,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1507,Uniformified 32-bit Hash Metric Distance,0.00290377
1507,Uniformified 32-bit Symmetric Wrap Metric Distance,0.99069
1507,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0116058
1508,Uniformified 32-bit Hamming Metric Distance,0.85153
1508,Uniformified 32-bit Approx Dual Streak Metric Distance,0.98652
1508,Uniformified 32-bit Hash Metric Distance,0.00277384
1508,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995725
1508,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0101714
1509,Uniformified 32-bit Hamming Metric Distance,0.635477
1509,Uniformified 32-bit Approx Dual Streak Metric Distance,0.982724
1509,Uniformified 32-bit Hash Metric Distance,0.00644205
1509,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998215
1509,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0107762
1510,Uniformified 32-bit Hamming Metric Distance,0.85153
1510,Uniformified 32-bit Approx Dual Streak Metric Distance,0.852088
1510,Uniformified 32-bit Hash Metric Distance,0.0100265
1510,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997202
1510,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00130611
1511,Uniformified 32-bit Hamming Metric Distance,0.982521
1511,Uniformified 32-bit Approx Dual Streak Metric Distance,0.993433
1511,Uniformified 32-bit Hash Metric Distance,0.995844
1511,Uniformified 32-bit Symmetric Wrap Metric Distance,0.9998
1511,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0158386
1512,Uniformified 32-bit Hamming Metric Distance,0.756315
1512,Uniformified 32-bit Approx Dual Streak Metric Distance,0.734179
1512,Uniformified 32-bit Hash Metric Distance,0.000716938
1512,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996489
1512,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.011789
1513,Uniformified 32-bit Hamming Metric Distance,0.85153
1513,Uniformified 32-bit Approx Dual Streak Metric Distance,0.744599
1513,Uniformified 32-bit Hash Metric Distance,0.0029347
1513,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996956
1513,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0129008
1514,Uniformified 32-bit Hamming Metric Distance,0.959931
1514,Uniformified 32-bit Approx Dual Streak Metric Distance,0.964978
1514,Uniformified 32-bit Hash Metric Distance,0.00936357
1514,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995784
1514,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00838384
1515,Uniformified 32-bit Hamming Metric Distance,0.918385
1515,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1515,Uniformified 32-bit Hash Metric Distance,0.00830911
1515,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996447
1515,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0114186
1516,Uniformified 32-bit Hamming Metric Distance,0.982521
1516,Uniformified 32-bit Approx Dual Streak Metric Distance,0.998402
1516,Uniformified 32-bit Hash Metric Distance,0.00372994
1516,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983246
1516,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00616023
1517,Uniformified 32-bit Hamming Metric Distance,0.918385
1517,Uniformified 32-bit Approx Dual Streak Metric Distance,0.977998
1517,Uniformified 32-bit Hash Metric Distance,0.0117554
1517,Uniformified 32-bit Symmetric Wrap Metric Distance,0.989691
1517,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00479444
1518,Uniformified 32-bit Hamming Metric Distance,0.499488
1518,Uniformified 32-bit Approx Dual Streak Metric Distance,0.995869
1518,Uniformified 32-bit Hash Metric Distance,0.00411568
1518,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997775
1518,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.010531
1519,Uniformified 32-bit Hamming Metric Distance,0.918385
1519,Uniformified 32-bit Approx Dual Streak Metric Distance,0.132732
1519,Uniformified 32-bit Hash Metric Distance,0.0105687
1519,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999101
1519,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0106056
1520,Uniformified 32-bit Hamming Metric Distance,0.982521
1520,Uniformified 32-bit Approx Dual Streak Metric Distance,0.299733
1520,Uniformified 32-bit Hash Metric Distance,0.00559197
1520,Uniformified 32-bit Symmetric Wrap Metric Distance,0.991671
1520,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00588427
1521,Uniformified 32-bit Hamming Metric Distance,0.918385
1521,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1521,Uniformified 32-bit Hash Metric Distance,0.00563115
1521,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999109
1521,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0163186
1522,Uniformified 32-bit Hamming Metric Distance,0.918385
1522,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1522,Uniformified 32-bit Hash Metric Distance,0.0115048
1522,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998407
1522,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0119173
1523,Uniformified 32-bit Hamming Metric Distance,0.918385
1523,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1523,Uniformified 32-bit Hash Metric Distance,0.0113932
1523,Uniformified 32-bit Symmetric Wrap Metric Distance,0.990177
1523,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0116608
1524,Uniformified 32-bit Hamming Metric Distance,0.959931
1524,Uniformified 32-bit Approx Dual Streak Metric Distance,0.977998
1524,Uniformified 32-bit Hash Metric Distance,0.0021914
1524,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998237
1524,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0109004
1525,Uniformified 32-bit Hamming Metric Distance,0.635477
1525,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1525,Uniformified 32-bit Hash Metric Distance,0.0114461
1525,Uniformified 32-bit Symmetric Wrap Metric Distance,0.9874
1525,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0134602
1526,Uniformified 32-bit Hamming Metric Distance,0.499488
1526,Uniformified 32-bit Approx Dual Streak Metric Distance,0.891147
1526,Uniformified 32-bit Hash Metric Distance,0.00979884
1526,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999639
1526,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0105914
1527,Uniformified 32-bit Hamming Metric Distance,0.982521
1527,Uniformified 32-bit Approx Dual Streak Metric Distance,0.913011
1527,Uniformified 32-bit Hash Metric Distance,0.00128295
1527,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994414
1527,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0175438
1528,Uniformified 32-bit Hamming Metric Distance,0.959931
1528,Uniformified 32-bit Approx Dual Streak Metric Distance,0.891147
1528,Uniformified 32-bit Hash Metric Distance,0.00923647
1528,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983547
1528,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00953746
1529,Uniformified 32-bit Hamming Metric Distance,0.85153
1529,Uniformified 32-bit Approx Dual Streak Metric Distance,0.955792
1529,Uniformified 32-bit Hash Metric Distance,0.000285962
1529,Uniformified 32-bit Symmetric Wrap Metric Distance,0.984768
1529,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0121971
1530,Uniformified 32-bit Hamming Metric Distance,0.85153
1530,Uniformified 32-bit Approx Dual Streak Metric Distance,0.361493
1530,Uniformified 32-bit Hash Metric Distance,0.00400974
1530,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999215
1530,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.013824
1531,Uniformified 32-bit Hamming Metric Distance,0.982521
1531,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1531,Uniformified 32-bit Hash Metric Distance,0.00229913
1531,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997839
1531,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00736841
1532,Uniformified 32-bit Hamming Metric Distance,0.959931
1532,Uniformified 32-bit Approx Dual Streak Metric Distance,0.995325
1532,Uniformified 32-bit Hash Metric Distance,0.00608988
1532,Uniformified 32-bit Symmetric Wrap Metric Distance,0.99357
1532,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0163771
1533,Uniformified 32-bit Hamming Metric Distance,0.982521
1533,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1533,Uniformified 32-bit Hash Metric Distance,0.00145216
1533,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995421
1533,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0143721
1534,Uniformified 32-bit Hamming Metric Distance,0.997737
1534,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1534,Uniformified 32-bit Hash Metric Distance,0.00058165
1534,Uniformified 32-bit Symmetric Wrap Metric Distance,0.98828
1534,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00812492
1535,Uniformified 32-bit Hamming Metric Distance,0.499488
1535,Uniformified 32-bit Approx Dual Streak Metric Distance,0.930895
1535,Uniformified 32-bit Hash Metric Distance,0.0124237
1535,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983764
1535,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00976147
1536,Uniformified 32-bit Hamming Metric Distance,0.635477
1536,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20574
1536,Uniformified 32-bit Hash Metric Distance,0.00793262
1536,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983165
1536,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0167739
1537,Uniformified 32-bit Hamming Metric Distance,0.918385
1537,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1537,Uniformified 32-bit Hash Metric Distance,0.00313278
1537,Uniformified 32-bit Symmetric Wrap Metric Distance,0.989916
1537,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0138878
1538,Uniformified 32-bit Hamming Metric Distance,0.756315
1538,Uniformified 32-bit Approx Dual Streak Metric Distance,0.022111
1538,Uniformified 32-bit Hash Metric Distance,0.0086287
1538,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997498
1538,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0127088
1539,Uniformified 32-bit Hamming Metric Distance,0.756315
1539,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1539,Uniformified 32-bit Hash Metric Distance,0.00250733
1539,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996446
1539,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000794361
1540,Uniformified 32-bit Hamming Metric Distance,0.959931
1540,Uniformified 32-bit Approx Dual Streak Metric Distance,0.858337
1540,Uniformified 32-bit Hash Metric Distance,0.00296258
1540,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996629
1540,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0149932
1541,Uniformified 32-bit Hamming Metric Distance,0.918385
1541,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1541,Uniformified 32-bit Hash Metric Distance,0.00974474
1541,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996095
1541,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00704498
1542,Uniformified 32-bit Hamming Metric Distance,0.499488
1542,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1542,Uniformified 32-bit Hash Metric Distance,0.00550405
1542,Uniformified 32-bit Symmetric Wrap Metric Distance,0.982155
1542,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00539905
1543,Uniformified 32-bit Hamming Metric Distance,0.85153
1543,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1543,Uniformified 32-bit Hash Metric Distance,0.998199
1543,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992555
1543,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000546518
1544,Uniformified 32-bit Hamming Metric Distance,0.918385
1544,Uniformified 32-bit Approx Dual Streak Metric Distance,0.299733
1544,Uniformified 32-bit Hash Metric Distance,0.000245454
1544,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998204
1544,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0112457
1545,Uniformified 32-bit Hamming Metric Distance,0.997737
1545,Uniformified 32-bit Approx Dual Streak Metric Distance,0.83418
1545,Uniformified 32-bit Hash Metric Distance,0.00426838
1545,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998916
1545,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00553282
1546,Uniformified 32-bit Hamming Metric Distance,0.756315
1546,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1546,Uniformified 32-bit Hash Metric Distance,0.00891561
1546,Uniformified 32-bit Symmetric Wrap Metric Distance,0.986435
1546,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0139131
1547,Uniformified 32-bit Hamming Metric Distance,0.756315
1547,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1547,Uniformified 32-bit Hash Metric Distance,0.999018
1547,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999017
1547,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00845453
1548,Uniformified 32-bit Hamming Metric Distance,0.918385
1548,Uniformified 32-bit Approx Dual Streak Metric Distance,0.980052
1548,Uniformified 32-bit Hash Metric Distance,0.995467
1548,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995052
1548,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00953158
1549,Uniformified 32-bit Hamming Metric Distance,0.997737
1549,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1549,Uniformified 32-bit Hash Metric Distance,0.00216405
1549,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994678
1549,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00674705
1550,Uniformified 32-bit Hamming Metric Distance,0.756315
1550,Uniformified 32-bit Approx Dual Streak Metric Distance,0.499919
1550,Uniformified 32-bit Hash Metric Distance,0.00833048
1550,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995043
1550,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.018969
1551,Uniformified 32-bit Hamming Metric Distance,0.982521
1551,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165873
1551,Uniformified 32-bit Hash Metric Distance,0.017122
1551,Uniformified 32-bit Symmetric Wrap Metric Distance,0.995992
1551,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0105237
1552,Uniformified 32-bit Hamming Metric Distance,0.918385
1552,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1552,Uniformified 32-bit Hash Metric Distance,0.00510023
1552,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996684
1552,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0136798
1553,Uniformified 32-bit Hamming Metric Distance,0.756315
1553,Uniformified 32-bit Approx Dual Streak Metric Distance,0.996807
1553,Uniformified 32-bit Hash Metric Distance,0.0113084
1553,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996949
1553,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0136194
1554,Uniformified 32-bit Hamming Metric Distance,0.756315
1554,Uniformified 32-bit Approx Dual Streak Metric Distance,0.944542
1554,Uniformified 32-bit Hash Metric Distance,0.0108489
1554,Uniformified 32-bit Symmetric Wrap Metric Distance,0.991606
1554,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0141708
1555,Uniformified 32-bit Hamming Metric Distance,0.993261
1555,Uniformified 32-bit Approx Dual Streak Metric Distance,0.989262
1555,Uniformified 32-bit Hash Metric Distance,0.0136641
1555,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999944
1555,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00422919
1556,Uniformified 32-bit Hamming Metric Distance,0.85153
1556,Uniformified 32-bit Approx Dual Streak Metric Distance,0.98058
1556,Uniformified 32-bit Hash Metric Distance,0.0155475
1556,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983196
1556,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.012299
1557,Uniformified 32-bit Hamming Metric Distance,0.997737
1557,Uniformified 32-bit Approx Dual Streak Metric Distance,0.638597
1557,Uniformified 32-bit Hash Metric Distance,0.0047475
1557,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992232
1557,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0158949
1558,Uniformified 32-bit Hamming Metric Distance,0.982521
1558,Uniformified 32-bit Approx Dual Streak Metric Distance,0.83418
1558,Uniformified 32-bit Hash Metric Distance,0.00151891
1558,Uniformified 32-bit Symmetric Wrap Metric Distance,0.985796
1558,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.01602
1559,Uniformified 32-bit Hamming Metric Distance,0.499488
1559,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20574
1559,Uniformified 32-bit Hash Metric Distance,0.00396519
1559,Uniformified 32-bit Symmetric Wrap Metric Distance,0.99752
1559,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00781446
1560,Uniformified 32-bit Hamming Metric Distance,0.918385
1560,Uniformified 32-bit Approx Dual Streak Metric Distance,0.960003
1560,Uniformified 32-bit Hash Metric Distance,0.00569303
1560,Uniformified 32-bit Symmetric Wrap Metric Distance,0.986511
1560,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0110562
1561,Uniformified 32-bit Hamming Metric Distance,0.918385
1561,Uniformified 32-bit Approx Dual Streak Metric Distance,0.993433
1561,Uniformified 32-bit Hash Metric Distance,0.00925972
1561,Uniformified 32-bit Symmetric Wrap Metric Distance,0.989551
1561,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00835073
1562,Uniformified 32-bit Hamming Metric Distance,0.85153
1562,Uniformified 32-bit Approx Dual Streak Metric Distance,0.867532
1562,Uniformified 32-bit Hash Metric Distance,0.00440059
1562,Uniformified 32-bit Symmetric Wrap Metric Distance,0.991568
1562,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00429783
1563,Uniformified 32-bit Hamming Metric Distance,0.499488
1563,Uniformified 32-bit Approx Dual Streak Metric Distance,0.930895
1563,Uniformified 32-bit Hash Metric Distance,0.997476
1563,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998442
1563,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0109962
1564,Uniformified 32-bit Hamming Metric Distance,0.997737
1564,Uniformified 32-bit Approx Dual Streak Metric Distance,0.891147
1564,Uniformified 32-bit Hash Metric Distance,0.998334
1564,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998909
1564,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.012958
1565,Uniformified 32-bit Hamming Metric Distance,0.993261
1565,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20574
1565,Uniformified 32-bit Hash Metric Distance,0.00909851
1565,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994982
1565,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00694451
1566,Uniformified 32-bit Hamming Metric Distance,0.499488
1566,Uniformified 32-bit Approx Dual Streak Metric Distance,0.944542
1566,Uniformified 32-bit Hash Metric Distance,0.00824117
1566,Uniformified 32-bit Symmetric Wrap Metric Distance,0.998293
1566,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0175017
1567,Uniformified 32-bit Hamming Metric Distance,0.982521
1567,Uniformified 32-bit Approx Dual Streak Metric Distance,0.977998
1567,Uniformified 32-bit Hash Metric Distance,0.017264
1567,Uniformified 32-bit Symmetric Wrap Metric Distance,0.98945
1567,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0185996
1568,Uniformified 32-bit Hamming Metric Distance,0.982521
1568,Uniformified 32-bit Approx Dual Streak Metric Distance,0.361493
1568,Uniformified 32-bit Hash Metric Distance,0.0111236
1568,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994021
1568,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0167337
1569,Uniformified 32-bit Hamming Metric Distance,0.635477
1569,Uniformified 32-bit Approx Dual Streak Metric Distance,0.794294
1569,Uniformified 32-bit Hash Metric Distance,0.0107334
1569,Uniformified 32-bit Symmetric Wrap Metric Distance,0.993259
1569,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00655434
1570,Uniformified 32-bit Hamming Metric Distance,0.918385
1570,Uniformified 32-bit Approx Dual Streak Metric Distance,0.930895
1570,Uniformified 32-bit Hash Metric Distance,0.00555332
1570,Uniformified 32-bit Symmetric Wrap Metric Distance,0.98971
1570,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00977894
1571,Uniformified 32-bit Hamming Metric Distance,0.756315
1571,Uniformified 32-bit Approx Dual Streak Metric Distance,0.98652
1571,Uniformified 32-bit Hash Metric Distance,0.00192554
1571,Uniformified 32-bit Symmetric Wrap Metric Distance,0.983985
1571,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0119784
1572,Uniformified 32-bit Hamming Metric Distance,0.997737
1572,Uniformified 32-bit Approx Dual Streak Metric Distance,0.98652
1572,Uniformified 32-bit Hash Metric Distance,0.996567
1572,Uniformified 32-bit Symmetric Wrap Metric Distance,0.992047
1572,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00758067
1573,Uniformified 32-bit Hamming Metric Distance,0.756315
1573,Uniformified 32-bit Approx Dual Streak Metric Distance,0.867532
1573,Uniformified 32-bit Hash Metric Distance,0.999275
1573,Uniformified 32-bit Symmetric Wrap Metric Distance,0.987308
1573,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00274472
1574,Uniformified 32-bit Hamming Metric Distance,0.756315
1574,Uniformified 32-bit Approx Dual Streak Metric Distance,0.944542
1574,Uniformified 32-bit Hash Metric Distance,0.999539
1574,Uniformified 32-bit Symmetric Wrap Metric Distance,0.989048
1574,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0052828
1575,Uniformified 32-bit Hamming Metric Distance,0.918385
1575,Uniformified 32-bit Approx Dual Streak Metric Distance,0.361493
1575,Uniformified 32-bit Hash Metric Distance,0.00689368
1575,Uniformified 32-bit Symmetric Wrap Metric Distance,0.999539
1575,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0101302
1576,Uniformified 32-bit Hamming Metric Distance,0.635477
1576,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0781014
1576,Uniformified 32-bit Hash Metric Distance,0.00909503
1576,Uniformified 32-bit Symmetric Wrap Metric Distance,0.985959
1576,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0128742
1577,Uniformified 32-bit Hamming Metric Distance,0.918385
1577,Uniformified 32-bit Approx Dual Streak Metric Distance,0.758071
1577,Uniformified 32-bit Hash Metric Distance,0.00488711
1577,Uniformified 32-bit Symmetric Wrap Metric Distance,0.994541
1577,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00930069
1578,Uniformified 32-bit Hamming Metric Distance,0.756315
1578,Uniformified 32-bit Approx Dual Streak Metric Distance,0.700476
1578,Uniformified 32-bit Hash Metric Distance,0.0105636
1578,Uniformified 32-bit Symmetric Wrap Metric Distance,0.987032
1578,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00730451
1579,Uniformified 32-bit Hamming Metric Distance,0.499488
1579,Uniformified 32-bit Approx Dual Streak Metric Distance,0.996807
1579,Uniformified 32-bit Hash Metric Distance,0.000461706
1579,Uniformified 32-bit Symmetric Wrap Metric Distance,0.997581
1579,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0142777
1580,Uniformified 32-bit Hamming Metric Distance,0.756315
1580,Uniformified 32-bit Approx Dual Streak Metric Distance,0.972326
1580,Uniformified 32-bit Hash Metric Distance,0.0112669
1580,Uniformified 32-bit Symmetric Wrap Metric Distance,0.996344
1580,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00919299
1581,Uniformified 32-bit Hamming Metric Distance,0.918385
