Sample,Metric,Detour Difference
1691,Uniformified 32-bit Approx Dual Streak Metric Distance,0.767073
1691,Uniformified 32-bit Hash Metric Distance,0.106315
1691,Uniformified 32-bit Symmetric Wrap Metric Distance,0.967728
1691,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0016217
1692,Uniformified 32-bit Hamming Metric Distance,0.0460454
1692,Uniformified 32-bit Approx Dual Streak Metric Distance,0.235426
1692,Uniformified 32-bit Hash Metric Distance,1.00238
1692,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0109447
1692,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999568
1693,Uniformified 32-bit Hamming Metric Distance,1.00505
1693,Uniformified 32-bit Approx Dual Streak Metric Distance,1.04195
1693,Uniformified 32-bit Hash Metric Distance,-0.204882
1693,Uniformified 32-bit Symmetric Wrap Metric Distance,1.01452
1693,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985747
1694,Uniformified 32-bit Hamming Metric Distance,0.963754
1694,Uniformified 32-bit Approx Dual Streak Metric Distance,1.26797
1694,Uniformified 32-bit Hash Metric Distance,0.892875
1694,Uniformified 32-bit Symmetric Wrap Metric Distance,0.83471
1694,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.98502
1695,Uniformified 32-bit Hamming Metric Distance,-0.00189981
1695,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.413659
1695,Uniformified 32-bit Hash Metric Distance,1.22718
1695,Uniformified 32-bit Symmetric Wrap Metric Distance,0.852102
1695,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985148
1696,Uniformified 32-bit Hamming Metric Distance,1.13059
1696,Uniformified 32-bit Approx Dual Streak Metric Distance,0.821618
1696,Uniformified 32-bit Hash Metric Distance,0.306338
1696,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0130044
1696,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00859
1697,Uniformified 32-bit Hamming Metric Distance,0.019548
1697,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.155884
1697,Uniformified 32-bit Hash Metric Distance,0.862275
1697,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00601278
1697,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00499
1698,Uniformified 32-bit Hamming Metric Distance,0.509499
1698,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
1698,Uniformified 32-bit Hash Metric Distance,-0.0920359
1698,Uniformified 32-bit Symmetric Wrap Metric Distance,0.319735
1698,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00463307
1699,Uniformified 32-bit Hamming Metric Distance,-0.349565
1699,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.109289
1699,Uniformified 32-bit Hash Metric Distance,0.514027
1699,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00132844
1699,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.002185
1700,Uniformified 32-bit Hamming Metric Distance,1.09754
1700,Uniformified 32-bit Approx Dual Streak Metric Distance,0.789521
1700,Uniformified 32-bit Hash Metric Distance,0.0916328
1700,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00410723
1700,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992223
1701,Uniformified 32-bit Hamming Metric Distance,0.238176
1701,Uniformified 32-bit Approx Dual Streak Metric Distance,0.650585
1701,Uniformified 32-bit Hash Metric Distance,-0.430846
1701,Uniformified 32-bit Symmetric Wrap Metric Distance,0.375384
1701,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00421021
1702,Uniformified 32-bit Hamming Metric Distance,0.709329
1702,Uniformified 32-bit Approx Dual Streak Metric Distance,0.264924
1702,Uniformified 32-bit Hash Metric Distance,-0.292433
1702,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00147464
1702,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000914656
1703,Uniformified 32-bit Hamming Metric Distance,0.235526
1703,Uniformified 32-bit Approx Dual Streak Metric Distance,0.268823
1703,Uniformified 32-bit Hash Metric Distance,0.0545345
1703,Uniformified 32-bit Symmetric Wrap Metric Distance,0.350661
1703,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00067
1704,Uniformified 32-bit Hamming Metric Distance,0.235526
1704,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0422458
1704,Uniformified 32-bit Hash Metric Distance,1.06763
1704,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00935918
1704,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00836
1705,Uniformified 32-bit Hamming Metric Distance,0.764674
1705,Uniformified 32-bit Approx Dual Streak Metric Distance,0.751925
1705,Uniformified 32-bit Hash Metric Distance,1.00871
1705,Uniformified 32-bit Symmetric Wrap Metric Distance,1.7956
1705,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991357
1706,Uniformified 32-bit Hamming Metric Distance,0.633037
1706,Uniformified 32-bit Approx Dual Streak Metric Distance,0.345115
1706,Uniformified 32-bit Hash Metric Distance,1.14463
1706,Uniformified 32-bit Symmetric Wrap Metric Distance,1.34435
1706,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992821
1707,Uniformified 32-bit Hamming Metric Distance,0.649935
1707,Uniformified 32-bit Approx Dual Streak Metric Distance,0.445655
1707,Uniformified 32-bit Hash Metric Distance,-0.049046
1707,Uniformified 32-bit Symmetric Wrap Metric Distance,1.88522
1707,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993775
1708,Uniformified 32-bit Hamming Metric Distance,1.13219
1708,Uniformified 32-bit Approx Dual Streak Metric Distance,1.19338
1708,Uniformified 32-bit Hash Metric Distance,0.37409
1708,Uniformified 32-bit Symmetric Wrap Metric Distance,0.139567
1708,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992299
1709,Uniformified 32-bit Hamming Metric Distance,0.49735
1709,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0667933
1709,Uniformified 32-bit Hash Metric Distance,-0.358473
1709,Uniformified 32-bit Symmetric Wrap Metric Distance,0.938599
1709,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991777
1710,Uniformified 32-bit Hamming Metric Distance,0.490701
1710,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1710,Uniformified 32-bit Hash Metric Distance,1.16166
1710,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0646023
1710,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00215103
1711,Uniformified 32-bit Hamming Metric Distance,0.278722
1711,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1711,Uniformified 32-bit Hash Metric Distance,0.910043
1711,Uniformified 32-bit Symmetric Wrap Metric Distance,1.5155
1711,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985845
1712,Uniformified 32-bit Hamming Metric Distance,0.348715
1712,Uniformified 32-bit Approx Dual Streak Metric Distance,0.309669
1712,Uniformified 32-bit Hash Metric Distance,1.84717
1712,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00170759
1712,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999695
1713,Uniformified 32-bit Hamming Metric Distance,0.490701
1713,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
1713,Uniformified 32-bit Hash Metric Distance,-0.555188
1713,Uniformified 32-bit Symmetric Wrap Metric Distance,0.79477
1713,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00281211
1714,Uniformified 32-bit Hamming Metric Distance,0.235526
1714,Uniformified 32-bit Approx Dual Streak Metric Distance,0.555744
1714,Uniformified 32-bit Hash Metric Distance,0.783893
1714,Uniformified 32-bit Symmetric Wrap Metric Distance,0.977415
1714,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00771686
1715,Uniformified 32-bit Hamming Metric Distance,-0.249375
1715,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.567393
1715,Uniformified 32-bit Hash Metric Distance,1.10045
1715,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00036162
1715,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999556
1716,Uniformified 32-bit Hamming Metric Distance,0.00284972
1716,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0438956
1716,Uniformified 32-bit Hash Metric Distance,0.0754306
1716,Uniformified 32-bit Symmetric Wrap Metric Distance,0.658147
1716,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00757836
1717,Uniformified 32-bit Hamming Metric Distance,0.851965
1717,Uniformified 32-bit Approx Dual Streak Metric Distance,0.836816
1717,Uniformified 32-bit Hash Metric Distance,0.0897232
1717,Uniformified 32-bit Symmetric Wrap Metric Distance,1.83372
1717,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00752833
1718,Uniformified 32-bit Hamming Metric Distance,0.235526
1718,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0270473
1718,Uniformified 32-bit Hash Metric Distance,0.572389
1718,Uniformified 32-bit Symmetric Wrap Metric Distance,1.07165
1718,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000281076
1719,Uniformified 32-bit Hamming Metric Distance,1.08064
1719,Uniformified 32-bit Approx Dual Streak Metric Distance,0.851015
1719,Uniformified 32-bit Hash Metric Distance,0.749734
1719,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0012438
1719,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00416261
1720,Uniformified 32-bit Hamming Metric Distance,1.41141
1720,Uniformified 32-bit Approx Dual Streak Metric Distance,1.18303
1720,Uniformified 32-bit Hash Metric Distance,-0.0210234
1720,Uniformified 32-bit Symmetric Wrap Metric Distance,0.234383
1720,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993372
1721,Uniformified 32-bit Hamming Metric Distance,0.708279
1721,Uniformified 32-bit Approx Dual Streak Metric Distance,1.26797
1721,Uniformified 32-bit Hash Metric Distance,0.886056
1721,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00466192
1721,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00101847
1722,Uniformified 32-bit Hamming Metric Distance,0.749875
1722,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0226977
1722,Uniformified 32-bit Hash Metric Distance,0.777455
1722,Uniformified 32-bit Symmetric Wrap Metric Distance,1.35953
1722,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00120069
1723,Uniformified 32-bit Hamming Metric Distance,0.262024
1723,Uniformified 32-bit Approx Dual Streak Metric Distance,0.262574
1723,Uniformified 32-bit Hash Metric Distance,1.23642
1723,Uniformified 32-bit Symmetric Wrap Metric Distance,0.444048
1723,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00599814
1724,Uniformified 32-bit Hamming Metric Distance,1.08064
1724,Uniformified 32-bit Approx Dual Streak Metric Distance,0.981252
1724,Uniformified 32-bit Hash Metric Distance,1.17574
1724,Uniformified 32-bit Symmetric Wrap Metric Distance,0.402802
1724,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985266
1725,Uniformified 32-bit Hamming Metric Distance,1.23773
1725,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357814
1725,Uniformified 32-bit Hash Metric Distance,0.662602
1725,Uniformified 32-bit Symmetric Wrap Metric Distance,0.935232
1725,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00126453
1726,Uniformified 32-bit Hamming Metric Distance,0.642736
1726,Uniformified 32-bit Approx Dual Streak Metric Distance,0.50465
1726,Uniformified 32-bit Hash Metric Distance,0.215423
1726,Uniformified 32-bit Symmetric Wrap Metric Distance,0.818025
1726,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996005
1727,Uniformified 32-bit Hamming Metric Distance,0.592791
1727,Uniformified 32-bit Approx Dual Streak Metric Distance,0.716328
1727,Uniformified 32-bit Hash Metric Distance,-0.142136
1727,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000591844
1727,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00068
1728,Uniformified 32-bit Hamming Metric Distance,1.30932
1728,Uniformified 32-bit Approx Dual Streak Metric Distance,1.23633
1728,Uniformified 32-bit Hash Metric Distance,0.748826
1728,Uniformified 32-bit Symmetric Wrap Metric Distance,1.32436
1728,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.985394
1729,Uniformified 32-bit Hamming Metric Distance,0.272073
1729,Uniformified 32-bit Approx Dual Streak Metric Distance,0.040146
1729,Uniformified 32-bit Hash Metric Distance,1.1777
1729,Uniformified 32-bit Symmetric Wrap Metric Distance,0.262798
1729,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991641
1730,Uniformified 32-bit Hamming Metric Distance,0.490701
1730,Uniformified 32-bit Approx Dual Streak Metric Distance,1.26797
1730,Uniformified 32-bit Hash Metric Distance,1.25279
1730,Uniformified 32-bit Symmetric Wrap Metric Distance,1.25785
1730,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00362644
1731,Uniformified 32-bit Hamming Metric Distance,1.13059
1731,Uniformified 32-bit Approx Dual Streak Metric Distance,0.918558
1731,Uniformified 32-bit Hash Metric Distance,0.77165
1731,Uniformified 32-bit Symmetric Wrap Metric Distance,1.05656
1731,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991943
1732,Uniformified 32-bit Hamming Metric Distance,1.02175
1732,Uniformified 32-bit Approx Dual Streak Metric Distance,1.08979
1732,Uniformified 32-bit Hash Metric Distance,-0.02824
1732,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00298433
1732,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00563
1733,Uniformified 32-bit Hamming Metric Distance,0.39526
1733,Uniformified 32-bit Approx Dual Streak Metric Distance,0.59729
1733,Uniformified 32-bit Hash Metric Distance,0.140997
1733,Uniformified 32-bit Symmetric Wrap Metric Distance,0.359678
1733,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997684
1734,Uniformified 32-bit Hamming Metric Distance,0.591041
1734,Uniformified 32-bit Approx Dual Streak Metric Distance,0.372263
1734,Uniformified 32-bit Hash Metric Distance,0.836173
1734,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0353376
1734,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00115672
1735,Uniformified 32-bit Hamming Metric Distance,0.764674
1735,Uniformified 32-bit Approx Dual Streak Metric Distance,0.889111
1735,Uniformified 32-bit Hash Metric Distance,1.56396
1735,Uniformified 32-bit Symmetric Wrap Metric Distance,1.24164
1735,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00638096
1736,Uniformified 32-bit Hamming Metric Distance,-0.114039
1736,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0425957
1736,Uniformified 32-bit Hash Metric Distance,0.269802
1736,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.000868824
1736,Uniformified 32-bit Asymmetric Wrap Metric Distance,3.23933e-05
1737,Uniformified 32-bit Hamming Metric Distance,0.873013
1737,Uniformified 32-bit Approx Dual Streak Metric Distance,1.09279
1737,Uniformified 32-bit Hash Metric Distance,0.681697
1737,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00651907
1737,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00186
1738,Uniformified 32-bit Hamming Metric Distance,0.649935
1738,Uniformified 32-bit Approx Dual Streak Metric Distance,0.477552
1738,Uniformified 32-bit Hash Metric Distance,0.758833
1738,Uniformified 32-bit Symmetric Wrap Metric Distance,0.941071
1738,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.9954
1739,Uniformified 32-bit Hamming Metric Distance,0.350265
1739,Uniformified 32-bit Approx Dual Streak Metric Distance,0.554345
1739,Uniformified 32-bit Hash Metric Distance,0.515105
1739,Uniformified 32-bit Symmetric Wrap Metric Distance,0.029327
1739,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00457556
1740,Uniformified 32-bit Hamming Metric Distance,0.490701
1740,Uniformified 32-bit Approx Dual Streak Metric Distance,0.359464
1740,Uniformified 32-bit Hash Metric Distance,0.590974
1740,Uniformified 32-bit Symmetric Wrap Metric Distance,1.03451
1740,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.986131
1741,Uniformified 32-bit Hamming Metric Distance,0.0179482
1741,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.673783
1741,Uniformified 32-bit Hash Metric Distance,-0.816261
1741,Uniformified 32-bit Symmetric Wrap Metric Distance,0.534232
1741,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00390169
1742,Uniformified 32-bit Hamming Metric Distance,-0.215778
1742,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29567
1742,Uniformified 32-bit Hash Metric Distance,0.921385
1742,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.013091
1742,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00739
1743,Uniformified 32-bit Hamming Metric Distance,-0.189831
1743,Uniformified 32-bit Approx Dual Streak Metric Distance,0.285321
1743,Uniformified 32-bit Hash Metric Distance,-0.142419
1743,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00187095
1743,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000657283
1744,Uniformified 32-bit Hamming Metric Distance,-0.573043
1744,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.308369
1744,Uniformified 32-bit Hash Metric Distance,0.906965
1744,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00615547
1744,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000697084
1745,Uniformified 32-bit Hamming Metric Distance,0.123388
1745,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.20138
1745,Uniformified 32-bit Hash Metric Distance,1.29471
1745,Uniformified 32-bit Symmetric Wrap Metric Distance,0.931859
1745,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00141062
1746,Uniformified 32-bit Hamming Metric Distance,1.35081
1746,Uniformified 32-bit Approx Dual Streak Metric Distance,1.33972
1746,Uniformified 32-bit Hash Metric Distance,1.16478
1746,Uniformified 32-bit Symmetric Wrap Metric Distance,0.336062
1746,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00108748
1747,Uniformified 32-bit Hamming Metric Distance,0.272073
1747,Uniformified 32-bit Approx Dual Streak Metric Distance,0.433507
1747,Uniformified 32-bit Hash Metric Distance,1.04172
1747,Uniformified 32-bit Symmetric Wrap Metric Distance,0.742767
1747,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991337
1748,Uniformified 32-bit Hamming Metric Distance,0.507399
