Sample,Metric,Match Distance
1025,Uniformified 32-bit Hash Metric Distance,0.914108
1025,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00446813
1025,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999507
1026,Uniformified 32-bit Hamming Metric Distance,0.235526
1026,Uniformified 32-bit Approx Dual Streak Metric Distance,0.147735
1026,Uniformified 32-bit Hash Metric Distance,0.775064
1026,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0027682
1026,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992015
1027,Uniformified 32-bit Hamming Metric Distance,0.140786
1027,Uniformified 32-bit Approx Dual Streak Metric Distance,0.132187
1027,Uniformified 32-bit Hash Metric Distance,0.417373
1027,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00778061
1027,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995481
1028,Uniformified 32-bit Hamming Metric Distance,0.235526
1028,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
1028,Uniformified 32-bit Hash Metric Distance,0.72708
1028,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00578386
1028,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00124521
1029,Uniformified 32-bit Hamming Metric Distance,0.0179482
1029,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0547445
1029,Uniformified 32-bit Hash Metric Distance,0.540101
1029,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0145674
1029,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00471369
1030,Uniformified 32-bit Hamming Metric Distance,0.490701
1030,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0690931
1030,Uniformified 32-bit Hash Metric Distance,0.0361932
1030,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00724775
1030,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998815
1031,Uniformified 32-bit Hamming Metric Distance,0.0179482
1031,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0336466
1031,Uniformified 32-bit Hash Metric Distance,0.757833
1031,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00603362
1031,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00318943
1032,Uniformified 32-bit Hamming Metric Distance,0.140786
1032,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
1032,Uniformified 32-bit Hash Metric Distance,0.438091
1032,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00426373
1032,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0034536
1033,Uniformified 32-bit Hamming Metric Distance,0.235526
1033,Uniformified 32-bit Approx Dual Streak Metric Distance,0.132187
1033,Uniformified 32-bit Hash Metric Distance,0.891332
1033,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00764695
1033,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996876
1034,Uniformified 32-bit Hamming Metric Distance,0.0179482
1034,Uniformified 32-bit Approx Dual Streak Metric Distance,0.588391
1034,Uniformified 32-bit Hash Metric Distance,0.11379
1034,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00743273
1034,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00110631
1035,Uniformified 32-bit Hamming Metric Distance,0.0179482
1035,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1035,Uniformified 32-bit Hash Metric Distance,0.0954197
1035,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00352125
1035,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00140432
1036,Uniformified 32-bit Hamming Metric Distance,0.0386961
1036,Uniformified 32-bit Approx Dual Streak Metric Distance,0.249925
1036,Uniformified 32-bit Hash Metric Distance,0.816269
1036,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00522228
1036,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00274628
1037,Uniformified 32-bit Hamming Metric Distance,0.235526
1037,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0547445
1037,Uniformified 32-bit Hash Metric Distance,0.252416
1037,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00341383
1037,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990647
1038,Uniformified 32-bit Hamming Metric Distance,0.140786
1038,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
1038,Uniformified 32-bit Hash Metric Distance,0.553497
1038,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00553188
1038,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999173
1039,Uniformified 32-bit Hamming Metric Distance,0.490701
1039,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00519948
1039,Uniformified 32-bit Hash Metric Distance,0.32908
1039,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0129937
1039,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0026555
1040,Uniformified 32-bit Hamming Metric Distance,0.140786
1040,Uniformified 32-bit Approx Dual Streak Metric Distance,0.848665
1040,Uniformified 32-bit Hash Metric Distance,0.363048
1040,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0129909
1040,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000194137
1041,Uniformified 32-bit Hamming Metric Distance,0.0386961
1041,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
1041,Uniformified 32-bit Hash Metric Distance,0.516656
1041,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0111523
1041,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990284
1042,Uniformified 32-bit Hamming Metric Distance,0.0386961
1042,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0774423
1042,Uniformified 32-bit Hash Metric Distance,0.0811344
1042,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000854734
1042,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000348697
1043,Uniformified 32-bit Hamming Metric Distance,0.140786
1043,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0864914
1043,Uniformified 32-bit Hash Metric Distance,0.667699
1043,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0191298
1043,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999366
1044,Uniformified 32-bit Hamming Metric Distance,0.00244976
1044,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00019998
1044,Uniformified 32-bit Hash Metric Distance,0.414337
1044,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0109685
1044,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00118655
1045,Uniformified 32-bit Hamming Metric Distance,0.0762924
1045,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0167983
1045,Uniformified 32-bit Hash Metric Distance,0.906365
1045,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0138596
1045,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994768
1046,Uniformified 32-bit Hamming Metric Distance,0.490701
1046,Uniformified 32-bit Approx Dual Streak Metric Distance,0.39981
1046,Uniformified 32-bit Hash Metric Distance,0.169057
1046,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00194055
1046,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000321948
1047,Uniformified 32-bit Hamming Metric Distance,0.490701
1047,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0265973
1047,Uniformified 32-bit Hash Metric Distance,0.394876
1047,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00322842
1047,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998341
1048,Uniformified 32-bit Hamming Metric Distance,0.140786
1048,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1048,Uniformified 32-bit Hash Metric Distance,0.972889
1048,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0158748
1048,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00293261
1049,Uniformified 32-bit Hamming Metric Distance,0.0762924
1049,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1049,Uniformified 32-bit Hash Metric Distance,0.109243
1049,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00307587
1049,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99794
1050,Uniformified 32-bit Hamming Metric Distance,0.235526
1050,Uniformified 32-bit Approx Dual Streak Metric Distance,0.864564
1050,Uniformified 32-bit Hash Metric Distance,0.922914
1050,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00625879
1050,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00089534
1051,Uniformified 32-bit Hamming Metric Distance,0.490701
1051,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00189981
1051,Uniformified 32-bit Hash Metric Distance,0.00326453
1051,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0147263
1051,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997874
1052,Uniformified 32-bit Hamming Metric Distance,0.140786
1052,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0128487
1052,Uniformified 32-bit Hash Metric Distance,0.495231
1052,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0139383
1052,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99931
1053,Uniformified 32-bit Hamming Metric Distance,0.354665
1053,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
1053,Uniformified 32-bit Hash Metric Distance,0.437664
1053,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0069312
1053,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00479436
1054,Uniformified 32-bit Hamming Metric Distance,0.0386961
1054,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00229977
1054,Uniformified 32-bit Hash Metric Distance,0.262736
1054,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0145103
1054,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000356465
1055,Uniformified 32-bit Hamming Metric Distance,0.235526
1055,Uniformified 32-bit Approx Dual Streak Metric Distance,0.630437
1055,Uniformified 32-bit Hash Metric Distance,0.0981851
1055,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00965112
1055,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00133987
1056,Uniformified 32-bit Hamming Metric Distance,0.0762924
1056,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00814919
1056,Uniformified 32-bit Hash Metric Distance,0.185021
1056,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0111708
1056,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998303
1057,Uniformified 32-bit Hamming Metric Distance,0.490701
1057,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0265973
1057,Uniformified 32-bit Hash Metric Distance,0.782249
1057,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0101435
1057,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00385455
1058,Uniformified 32-bit Hamming Metric Distance,0.235526
1058,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1058,Uniformified 32-bit Hash Metric Distance,0.766477
1058,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0120465
1058,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000116797
1059,Uniformified 32-bit Hamming Metric Distance,0.0386961
1059,Uniformified 32-bit Approx Dual Streak Metric Distance,0.141436
1059,Uniformified 32-bit Hash Metric Distance,0.4202
1059,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00600311
1059,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996571
1060,Uniformified 32-bit Hamming Metric Distance,0.0069993
1060,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1060,Uniformified 32-bit Hash Metric Distance,0.152978
1060,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00305444
1060,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000344506
1061,Uniformified 32-bit Hamming Metric Distance,0.628637
1061,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
1061,Uniformified 32-bit Hash Metric Distance,0.120318
1061,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0150058
1061,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000385624
1062,Uniformified 32-bit Hamming Metric Distance,0.0009999
1062,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1062,Uniformified 32-bit Hash Metric Distance,0.287356
1062,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00443235
1062,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989674
1063,Uniformified 32-bit Hamming Metric Distance,0.140786
1063,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1063,Uniformified 32-bit Hash Metric Distance,0.83049
1063,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000711242
1063,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00283011
1064,Uniformified 32-bit Hamming Metric Distance,0.235526
1064,Uniformified 32-bit Approx Dual Streak Metric Distance,0.252675
1064,Uniformified 32-bit Hash Metric Distance,0.568533
1064,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00323223
1064,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000825443
1065,Uniformified 32-bit Hamming Metric Distance,0.0179482
1065,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1065,Uniformified 32-bit Hash Metric Distance,0.285013
1065,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00954613
1065,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999661
1066,Uniformified 32-bit Hamming Metric Distance,0.0009999
1066,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
1066,Uniformified 32-bit Hash Metric Distance,0.121137
1066,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00860282
1066,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997501
1067,Uniformified 32-bit Hamming Metric Distance,0.0386961
1067,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1067,Uniformified 32-bit Hash Metric Distance,0.193369
1067,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00872012
1067,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00246254
1068,Uniformified 32-bit Hamming Metric Distance,0.0762924
1068,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
1068,Uniformified 32-bit Hash Metric Distance,0.594822
1068,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00784266
1068,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998293
1069,Uniformified 32-bit Hamming Metric Distance,0.235526
1069,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1069,Uniformified 32-bit Hash Metric Distance,0.234277
1069,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0193655
1069,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99142
1070,Uniformified 32-bit Hamming Metric Distance,0.0762924
1070,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
1070,Uniformified 32-bit Hash Metric Distance,0.139967
1070,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0150408
1070,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00146776
1071,Uniformified 32-bit Hamming Metric Distance,0.235526
1071,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0336466
1071,Uniformified 32-bit Hash Metric Distance,0.830483
1071,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00612962
1071,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00548301
1072,Uniformified 32-bit Hamming Metric Distance,0.0762924
1072,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
1072,Uniformified 32-bit Hash Metric Distance,0.20056
1072,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00698017
1072,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993631
1073,Uniformified 32-bit Hamming Metric Distance,0.0386961
1073,Uniformified 32-bit Approx Dual Streak Metric Distance,0.943706
1073,Uniformified 32-bit Hash Metric Distance,0.753861
1073,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00301527
1073,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00318666
1074,Uniformified 32-bit Hamming Metric Distance,0.0386961
1074,Uniformified 32-bit Approx Dual Streak Metric Distance,0.787571
1074,Uniformified 32-bit Hash Metric Distance,0.793752
1074,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0058572
1074,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00570227
1075,Uniformified 32-bit Hamming Metric Distance,0.0009999
1075,Uniformified 32-bit Approx Dual Streak Metric Distance,0.588391
1075,Uniformified 32-bit Hash Metric Distance,0.212991
1075,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000751473
1075,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0024716
1076,Uniformified 32-bit Hamming Metric Distance,0.0386961
1076,Uniformified 32-bit Approx Dual Streak Metric Distance,0.692281
1076,Uniformified 32-bit Hash Metric Distance,0.888765
1076,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00659641
1076,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999545
1077,Uniformified 32-bit Hamming Metric Distance,0.235526
1077,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
1077,Uniformified 32-bit Hash Metric Distance,0.108588
1077,Uniformified 32-bit Symmetric Wrap Metric Distance,0.016681
1077,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00265124
1078,Uniformified 32-bit Hamming Metric Distance,0.0386961
1078,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1078,Uniformified 32-bit Hash Metric Distance,0.426031
1078,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00346377
1078,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000887405
1079,Uniformified 32-bit Hamming Metric Distance,0.0386961
1079,Uniformified 32-bit Approx Dual Streak Metric Distance,0.848665
1079,Uniformified 32-bit Hash Metric Distance,0.516339
1079,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000969288
1079,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990253
1080,Uniformified 32-bit Hamming Metric Distance,0.354665
1080,Uniformified 32-bit Approx Dual Streak Metric Distance,1.07426e-05
1080,Uniformified 32-bit Hash Metric Distance,0.097319
1080,Uniformified 32-bit Symmetric Wrap Metric Distance,0.019368
1080,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00220352
1081,Uniformified 32-bit Hamming Metric Distance,0.235526
1081,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0265973
1081,Uniformified 32-bit Hash Metric Distance,0.813296
1081,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00726132
1081,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996907
1082,Uniformified 32-bit Hamming Metric Distance,0.00244976
1082,Uniformified 32-bit Approx Dual Streak Metric Distance,0.00314969
1082,Uniformified 32-bit Hash Metric Distance,0.189601
1082,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00501833
1082,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997835
1083,Uniformified 32-bit Hamming Metric Distance,0.354665
1083,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0774423
1083,Uniformified 32-bit Hash Metric Distance,0.430949
1083,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0109068
1083,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993784
1084,Uniformified 32-bit Hamming Metric Distance,0.0386961
1084,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
1084,Uniformified 32-bit Hash Metric Distance,0.885073
1084,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00798222
1084,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00034194
1085,Uniformified 32-bit Hamming Metric Distance,0.0179482
1085,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
1085,Uniformified 32-bit Hash Metric Distance,0.942198
1085,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00192141
1085,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999491
1086,Uniformified 32-bit Hamming Metric Distance,0.235526
1086,Uniformified 32-bit Approx Dual Streak Metric Distance,0.970253
1086,Uniformified 32-bit Hash Metric Distance,0.691073
1086,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00333639
1086,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00667987
1087,Uniformified 32-bit Hamming Metric Distance,0.235526
1087,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1087,Uniformified 32-bit Hash Metric Distance,0.529931
1087,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000796024
1087,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00240147
1088,Uniformified 32-bit Hamming Metric Distance,0.0762924
1088,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0690931
1088,Uniformified 32-bit Hash Metric Distance,0.503368
1088,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00468894
1088,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000366702
1089,Uniformified 32-bit Hamming Metric Distance,0.140786
1089,Uniformified 32-bit Approx Dual Streak Metric Distance,0.726727
1089,Uniformified 32-bit Hash Metric Distance,0.972248
1089,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000885642
1089,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.998236
1090,Uniformified 32-bit Hamming Metric Distance,0.140786
1090,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0265973
1090,Uniformified 32-bit Hash Metric Distance,0.836589
1090,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00827204
1090,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99933
1091,Uniformified 32-bit Hamming Metric Distance,0.235526
1091,Uniformified 32-bit Approx Dual Streak Metric Distance,0.854065
1091,Uniformified 32-bit Hash Metric Distance,0.0291793
1091,Uniformified 32-bit Symmetric Wrap Metric Distance,0.001655
1091,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992254
1092,Uniformified 32-bit Hamming Metric Distance,0.0762924
1092,Uniformified 32-bit Approx Dual Streak Metric Distance,0.141436
1092,Uniformified 32-bit Hash Metric Distance,0.788421
1092,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0072336
1092,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00335407
1093,Uniformified 32-bit Hamming Metric Distance,0.0386961
1093,Uniformified 32-bit Approx Dual Streak Metric Distance,0.726727
1093,Uniformified 32-bit Hash Metric Distance,0.7363
1093,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0150091
1093,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.0072828
1094,Uniformified 32-bit Hamming Metric Distance,0.0386961
1094,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
1094,Uniformified 32-bit Hash Metric Distance,0.503608
1094,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00176422
1094,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00136237
1095,Uniformified 32-bit Hamming Metric Distance,0.00244976
1095,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0384962
1095,Uniformified 32-bit Hash Metric Distance,0.396384
1095,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00775773
1095,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997418
1096,Uniformified 32-bit Hamming Metric Distance,0.0386961
1096,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1096,Uniformified 32-bit Hash Metric Distance,0.1455
1096,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0162926
1096,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995362
1097,Uniformified 32-bit Hamming Metric Distance,0.0179482
1097,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
1097,Uniformified 32-bit Hash Metric Distance,0.976091
1097,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000840365
1097,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992793
1098,Uniformified 32-bit Hamming Metric Distance,0.0762924
1098,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0864914
1098,Uniformified 32-bit Hash Metric Distance,0.156034
1098,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00584338
1098,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.994836
1099,Uniformified 32-bit Hamming Metric Distance,0.0179482
1099,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
1099,Uniformified 32-bit Hash Metric Distance,0.900417
1099,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00783213
1099,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00301734
1100,Uniformified 32-bit Hamming Metric Distance,0.140786
1100,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
1100,Uniformified 32-bit Hash Metric Distance,0.79177
1100,Uniformified 32-bit Symmetric Wrap Metric Distance,6.84575e-05
1100,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997324
1101,Uniformified 32-bit Hamming Metric Distance,0.0179482
1101,Uniformified 32-bit Approx Dual Streak Metric Distance,0.20343
1101,Uniformified 32-bit Hash Metric Distance,0.478245
1101,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00589309
1101,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.9996
1102,Uniformified 32-bit Hamming Metric Distance,0.0069993
1102,Uniformified 32-bit Approx Dual Streak Metric Distance,0.943706
1102,Uniformified 32-bit Hash Metric Distance,0.42572
1102,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0208923
1102,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99782
1103,Uniformified 32-bit Hamming Metric Distance,0.0179482
1103,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
1103,Uniformified 32-bit Hash Metric Distance,0.68752
1103,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00723753
1103,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00662573
1104,Uniformified 32-bit Hamming Metric Distance,0.235526
1104,Uniformified 32-bit Approx Dual Streak Metric Distance,0.141436
1104,Uniformified 32-bit Hash Metric Distance,0.78852
1104,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000882406
1104,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999342
1105,Uniformified 32-bit Hamming Metric Distance,0.0179482
1105,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
1105,Uniformified 32-bit Hash Metric Distance,0.847472
1105,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00139405
1105,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99954
1106,Uniformified 32-bit Hamming Metric Distance,0.0762924
1106,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0690931
1106,Uniformified 32-bit Hash Metric Distance,0.934653
1106,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00221634
1106,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992197
1107,Uniformified 32-bit Hamming Metric Distance,0.628637
1107,Uniformified 32-bit Approx Dual Streak Metric Distance,0.165983
1107,Uniformified 32-bit Hash Metric Distance,0.477115
1107,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0152193
1107,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997941
1108,Uniformified 32-bit Hamming Metric Distance,0.235526
1108,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0213479
1108,Uniformified 32-bit Hash Metric Distance,0.66804
1108,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000973677
1108,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00140039
1109,Uniformified 32-bit Hamming Metric Distance,0.140786
1109,Uniformified 32-bit Approx Dual Streak Metric Distance,0.140438
1109,Uniformified 32-bit Hash Metric Distance,0.51519
1109,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00113263
1109,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000367583
1110,Uniformified 32-bit Hamming Metric Distance,0.0762924
1110,Uniformified 32-bit Approx Dual Streak Metric Distance,0.263824
1110,Uniformified 32-bit Hash Metric Distance,0.752913
1110,Uniformified 32-bit Symmetric Wrap Metric Distance,0.000777704
1110,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997407
1111,Uniformified 32-bit Hamming Metric Distance,0.0386961
1111,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
